Time (s),Volts (mV),Power (mW),Remaining %,Battery Current (mA),Batt. Temp (ºC)
8357,4196,7522,99,130,49
8362,4233,7253,99,156,48
8367,4203,8158,99,88,48
8372,4191,7415,99,160,51
8377,4188,6648,99,134,48
8382,4212,6957,99,146,48
8387,4191,6977,99,74,50
8392,4194,7216,99,130,47
8397,4175,7657,99,156,47
8402,4204,7479,99,158,48
8407,4227,7381,99,158,50
8412,4186,7616,99,92,48
8417,4196,9167,99,138,49
8422,4233,7633,99,140,46
8427,4219,7401,99,146,48
8432,4190,7590,99,144,49
8437,4201,7415,99,160,46
8442,4167,6890,99,128,48
8447,4191,7418,99,110,50
8452,4219,6923,99,136,48
8457,4220,7701,99,134,52
8462,4211,7768,99,150,47
8467,4228,7529,99,104,48
8472,4205,7324,99,148,48
8477,4203,7987,99,134,48
8482,4219,7778,99,108,46
8487,4227,7125,99,142,48
8492,4205,7082,99,106,52
8497,4253,6715,99,152,48
8502,4218,7189,99,176,45
8507,4174,7071,99,116,47
8512,4190,6654,99,138,50
8517,4240,7038,99,124,45
8522,4205,7038,99,128,47
8527,4240,6654,99,148,52
8532,4201,7337,99,112,49
8537,4222,6648,99,140,47
8542,4216,7384,99,160,47
8548,4193,6812,99,158,50
8553,4221,6923,99,124,51
8558,4229,6890,99,116,47
8563,4197,7071,99,110,47
8568,4193,6786,99,120,49
8573,4252,6675,99,102,49
8578,4243,7435,99,132,50
8583,4232,7324,99,132,52
8588,4243,6732,99,148,49
8593,4209,7061,99,118,48
8598,4211,7051,99,102,52
8603,4214,6681,99,132,46
8608,4217,7061,99,150,48
8613,4243,6897,99,160,48
8618,4214,6668,99,138,48
8623,4240,6621,99,100,46
8628,4190,7061,99,116,48
8633,4193,6907,99,102,49
8638,4209,7071,99,114,46
8643,4186,6718,99,114,48
8648,4201,6769,99,106,48
8653,4232,6547,99,146,49
8658,4243,7381,99,110,48
8663,4196,6698,99,130,49
8668,4201,7768,99,134,48
8673,4222,6658,99,92,47
8678,4173,6846,99,114,49
8683,4227,7051,99,72,48
8688,4225,6641,99,94,48
8693,4194,7425,99,86,48
8698,4214,6641,99,140,50
8703,4228,7045,99,100,49
8708,4178,6786,99,106,52
8713,4142,7320,99,138,50
8718,4182,6836,99,108,48
8723,4161,6658,99,118,49
8728,4247,7045,99,122,47
8733,4171,6806,99,98,49
8738,4216,6984,99,150,49
8743,4195,6732,99,110,50
8748,4190,6792,99,114,52
8753,4202,7707,99,84,52
8758,4168,7304,99,104,50
8763,4215,7038,99,100,49
8768,4219,7061,99,100,53
8773,4195,6607,99,70,47
8778,4171,6745,99,108,48
8783,4226,6779,99,72,49
8788,4206,6873,99,110,49
8793,4208,6779,99,140,48
8798,4218,6866,99,138,48
8803,4195,7310,99,104,50
8808,4224,6940,99,88,47
8813,4165,7458,99,60,50
8818,4234,7529,99,96,48
8823,4221,7839,99,78,48
8828,4222,6638,99,108,51
8833,4177,7391,99,66,48
8838,4177,7381,99,84,49
8843,4211,6500,99,104,47
8848,4225,6752,99,90,48
8853,4219,6668,99,110,50
8858,4171,7105,99,88,49
8863,4187,6853,99,130,50
